Renewable energy consumption (% of total final energy consumption),CO2 emissions from solid fuel consumption (kt),"Literacy rate, adult total (% of people ages 15 and above)",GDP (current US$)
46.4334668050788,818323.319619783,,1075831387301.19
47.160168229575,761403.312706516,,941600860447.854
48.0316126359467,708937.180672994,,811668772003.7
48.3766095693267,675200.822556681,,695456014025.075
49.5132299768399,655453.964268747,,662513570031.796
49.4198688467194,645154.608095885,,647681666329.099
35.3404295412497,1562836.42255975,71.1049270629883,3011037037667.86
36.0592614470028,1529577.39645858,69.7571563720703,2733618963171.59
36.8125656985607,1522512.88263448,68.7931671142578,2614915526247.9
37.8881471077819,1352534.95204257,68.0545272827148,2389895068185.15
37.5824991422199,1390053.2484327,67.3077621459961,2327938845782.62
37.9073539424171,1239120.86524493,66.5059661865234,2294090940082.05
39.199896037042,1119215.06304137,66.0360565185547,2082357808583.89
40.3251243747301,1113938.70838169,63.4656791687012,1702714960275.79
42.0905759258785,1032399.38484131,62.7935791015625,1559693610925.06
,960256.158429763,,1536036848206.91
45.452472213655,877420.694879041,,1220740366279.36
46.4334668050788,818323.319619783,,1075831387301.19
47.160168229575,761403.312706517,,941600860447.854
48.0316126359467,708937.180672994,,811668772003.7
48.3766095693267,675200.822556681,,695456014025.075
49.5132299768399,655453.964268747,,662513570031.796
49.4198688467194,645154.608095885,,647681666329.099
68.5321876239698,607849.053215688,,1522011045162.78
68.5052591892292,588610.014641375,,1668662993704.66
67.9518597989748,627246.524718144,,1874275100667.03
68.2009508212118,593676.015557514,,1797507885741.07
69.319905333243,594574.187820232,,1690475240154.75
70.2635563331266,599318.650713881,,1627672472377.66
70.7878802226208,607506.843893706,,1448107365068.66
70.2822619239662,611624.728004153,,1224037905752.37
70.2138689450837,624173.966615453,,1281440068651.62
70.2555440778684,587805.490774786,,1130543907099.93
70.7563243988536,573056.299569907,,976583731601.043
70.6535409402518,565290.506781389,,827932293880.679
70.8974447436885,573886.271978211,,697688286597.488
71.4244962306197,536262.618284619,,561821496869.847
72.0881511169514,492173.638123799,,446110426619.537
72.631706782254,509738.608278389,,409772900328.954
72.7510609439676,510833.77358622,56.2537612915039,428346156747.99
68.5502478664483,607383.635232888,,1520442531814.64
68.5209415249651,588159.327609421,,1667230590352.53
67.966768924257,626766.254475543,,1872887522796.95
68.2146634923058,593221.449588981,,1796174725333.69
69.3351016799837,594118.934138983,,1689385832315.55
70.2789320726297,598859.764291349,,1626613553670.39
70.8068318085576,607041.687933807,,1447125748526.33
70.2986046214561,611156.419061938,,1223187004131.93
70.2291532619333,623696.048969746,,1280460471257.33
70.2698038686588,587355.419750824,,1129464143218.91
70.7714452298606,572617.521709573,,975498431473.479
70.6695093728988,564857.675034806,,826950419336.1
70.9161251869715,573446.858624439,,696791130087.664
71.4411671251067,535852.012617418,,561066946684.465
72.1062292469338,491796.790515613,,445363669974.506
72.649909206835,509348.311520394,,409106816914.196
72.7658990738892,510442.638281837,56.2482795715332,427688179170.896
68.5321876239698,607849.053215688,,1522011045162.78
68.5052591892292,588610.014641376,,1668662993704.66
67.9518597989748,627246.524718144,,1874275100667.03
68.2009508212118,593676.015557515,,1797507885741.07
69.319905333243,594574.187820232,,1690475240154.75
70.2635563331266,599318.650713881,,1627672472377.66
70.7878802226208,607506.843893706,,1448107365068.66
70.2822619239662,611624.728004153,,1224037905752.37
70.2138689450837,624173.966615454,,1281440068651.62
70.2555440778684,587805.490774786,,1130543907099.93
70.7563243988536,573056.299569907,,976583731601.043
70.6535409402518,565290.506781389,,827932293880.679
70.8974447436885,573886.271978211,,697688286597.488
71.4244962306197,536262.618284619,,561821496869.847
72.0881511169514,492173.638123799,,446110426619.537
72.631706782254,509738.608278389,,409772900328.954
72.7510609439676,510833.77358622,56.2537612915039,428346156747.99
14.9498038796061,8628448.91904218,95.6491088867188,19905034053844.0
14.56846756812,8939217.72970057,95.0711364746094,19827996310186.0
14.4132739719097,9077652.53303746,95.3026428222656,20590348415303.8
14.2173041117114,9139832.62303788,94.6060104370117,19833760666069.5
14.3086395480759,9153990.9751827,94.83447265625,18674953139164.7
14.4377027918409,8952570.79573738,94.385871887207,17496066354586.1
15.3720934314228,8143060.72886983,94.1353988647461,14630255984971.0
16.1645830139159,7084162.35770106,93.9343719482422,11970996675669.0
16.4785585637255,7322040.76898878,93.8507232666016,12067662380054.4
16.8070249412697,6477235.91416958,93.5746765136719,9979459027920.7
17.7864987419104,6388980.52838218,92.732551574707,8120870119143.41
18.4983711043967,5840004.58035429,92.4441070556641,6887893992464.03
19.9935885310803,5237971.08893554,92.1204071044922,5795163605374.28
21.9476598100136,4658443.02852897,91.8690185546875,4912292057325.6
23.4048982474939,4025714.07086762,91.4581604003906,4406150082412.21
23.9622472560731,3668414.1207719,91.1814193725586,4374275436517.74
24.7876723524968,3648599.75074537,90.8406982421875,4372322368009.91
17.6767503798965,15386666.2161472,86.0611572265625,76588030455295.5
17.424128501114,15844904.8531508,85.6018295288086,75359657218242.5
17.3801085884451,15190269.7456678,85.433708190918,79894385759929.2
17.2116480907934,15218140.7500555,84.8601379394531,77751368312765.4
16.9534484358113,15363091.0196401,84.7610626220703,75603976718162.8
16.7176270694494,15144867.7394606,84.3226470947266,73957792909770.5
16.7477089214717,14220608.1401869,84.1600036621094,66514174634775.9
17.092561128788,12946899.7862775,83.5131988525391,60718262754480.1
16.6823455651823,13603435.4253957,83.2566604614258,64072295929643.4
16.5304259466794,12729481.909004,82.9280624389648,58314867929879.5
16.7220207788914,12498312.5985524,82.4636535644531,51749808632586.7
16.6504964329937,11788637.7677666,82.3777694702148,47760320738747.8
16.8184628246129,11121108.7995952,82.4389419555664,44116244570754.9
17.1201865700362,10387764.0244333,82.065559387207,39152139289705.4
17.2744732601478,9639691.14775166,81.5719833374023,34917697037982.8
17.2630263413407,9204181.2622181,81.2043304443359,33626960202657.6
17.5900030929892,9156057.92354508,80.8745193481445,33839387350047.3
,4305.058,31.4488506317139,17805098206.3141
,627.057,,12319834195.331
,535.382,,12890760315.146
,102.676,,12881352893.6855
,80.674,,3922100793.5403
,3010.607,,180383848331.135
,2702.579,,123084258693.01
,2610.904,,61516103406.1688
47.5,0.0,,135966802586.713
72.8,0.0,,8936079117.73136
,0.0,,877514814.814815
,1290.784,,268696750000.0
,3.667,,10546136235.5219
,7.334,,10142111824.5835
,0.0,,2118467913.37873
,0.0,,2453597206.70391
,0.0,,1873452513.96648
,3.667,,37866996882.9157
,11.001,,53076235354.746
,7.334,,75239785452.1022
,11.001,,74160560123.6902
,14.668,,69679944504.1972
,18.335,,65952796427.9473
,22.002,,52909294791.9262
,14.668,,44292427184.9492
,22.002,,33049419431.2244
,0.0,,28776595744.6809
,0.0,,8976196808.51064
,6226.566,,265224514652.992
,8613.783,,195146607942.291
,3509.319,,172886611131.255
,3751.341,,149998957327.029
,3424.978,,133310747047.528
,2838.258,,128607482927.468
47.2,2211.201,46.6636009216309,79611644984.3557
55.9,1331.121,47.4855003356934,53991289844.3291
,2071.855,,50873167326.0414
,0.0,,1168127973.94349
50.3,0.0,32.9488182067871,11141358115.8991
57.3,0.0,28.7021102905273,7034111314.88812
64.0,0.0,34.6578483581543,4194342686.2178
82.8,139.346,55.3175582885742,1939730676.17479
88.7,99.009,52.8146896362305,860391000.221655
,0.0,,33000198248.9146
,0.0,,27084497481.9103
,0.0,,23963164696.592
,0.0,,17339992193.7322
,0.0,,16674276285.8956
,0.0,,13120108008.3477
,0.0,,8141516928.39489
,17099.221,,18179108530.5261
,18500.015,,18644233537.1093
,9717.55,,5567772768.81188
,2775.919,,14271738933.2042
,1804.164,,7511582173.37724
45.4,67318.786,,1795693482652.52
,74469.436,,1802212206904.68
,73666.363,,2456043727198.85
,68840.591,,2472819535742.73
,62944.055,,2465227803011.57
45.2,64165.166,,2616156223977.47
46.8,58543.655,,2208837745214.23
48.9,44495.378,,1666996438681.46
47.0,56006.091,,1695855083552.05
47.2,55346.031,,1397114486471.38
46.7,52269.418,,1107626541710.74
45.2,54480.619,,669289424806.307
,51249.992,,655448231983.527
,0.0,,18525128526.3766
,0.0,,5601018684.24974
,32042.246,,57737040780.0157
,28587.932,,14183446025.7389
78.9,0.0,34.5993995666504,13943016076.7436
82.9,0.0,28.2936592102051,7625722836.76847
84.8,0.0,22.4725799560547,6547419820.38113
85.4,0.0,23.5221996307373,6146353173.34929
80.8,0.0,21.8229198455811,4740768142.67494
91.3,14.668,,2705783329.80483
95.0,14.668,48.0840606689453,1611835857.04588
93.2,7.334,,870486065.883137
,0.0,,1749857620.35329
,0.0,,1913081210.41411
,0.0,,539227277.626411
60.6,2317.544,,18049954289.4721
63.7,957.087,,16702610842.3529
68.0,29.336,,10401851767.7083
74.1,0.0,,10351914177.4839
80.7,0.0,,5337833248.01434
78.7,0.0,,27507501808.6377
80.8,0.0,,23928250409.2212
84.6,0.0,,10566579294.5159
,0.0,,4466278030.59167
93.8,0.0,36.7526092529297,2142591540.40068
88.9,0.0,50.6451683044434,916777282.691659
72.7,0.0,22.3115501403809,10097778098.1707
72.7,0.0,26.0029907226562,10950392256.9543
84.0,0.0,28.3814296722412,4422855660.82592
88.7,0.0,25.6542091369629,1388506771.58756
,27183.471,,242450355827.827
,25415.977,,277395018837.366
,20865.23,,251382573885.594
,9387.52,,70264045939.1322
12.3,6574171.931,95.1244812011719,6087191746679.49
29.6,2398390.349,90.9202117919922,1211331651866.09
,19471.77,,282720100286.228
,19160.075,,293492370193.166
,14623.996,,381240864422.406
,13795.254,,334966134804.887
,13483.559,,286498534094.963
,11811.407,,232468663109.594
,10777.313,,242504150472.931
,8060.066,,206229540926.311
,9358.184,,161792958904.864
,10241.931,,145600529605.803
,7286.329,,117092416666.245
68.3,0.0,49.1961402893066,1015843490.82374
69.9,0.0,,351136579.648632
97.0,0.0,,37134801555.3322
95.5,0.0,,29306235285.2597
97.2,0.0,,16737071816.38
98.3,0.0,,7438189100.33333
64.3,0.0,,15655383576.6515
63.1,0.0,,6650001680.48544
,341.031,,42762613699.9524
,0.0,,15013629658.6521
71.9,0.0,43.9084205627441,48843005613.7091
74.9,0.0,40.9816284179688,36302302877.2977
63.7,0.0,48.7407608032227,16577533891.8785
,1837.167,,23062561236.6444
,14.668,,73141000000.0
,69.673,,33590500000.0
,33.003,,27641551807.2994
,143.013,,10397897085.6102
,2874.928,,75704647877.6559
,2893.263,,71164826836.5281
,3197.624,,67179955677.2791
,2442.222,,62682159338.0354
,1987.514,,60681535652.5373
,2515.562,,58029773599.455
,1851.835,,53860187257.9593
,1932.509,,43965458508.5056
,619.723,,27137440786.2562
,0.0,,97671433000.0
,0.0,,97209558000.0
,0.0,,102717794000.0
,0.0,,96570334000.0
,0.0,,87735048000.0
,0.0,,78986648000.0
,0.0,,68151329000.0
,0.0,,60094978000.0
,0.0,,61139438000.0
,0.0,,49848725000.0
,0.0,,23127055000.0
,1701.488,,288434108527.132
,1804.164,,279116666666.667
,4129.042,,218983666061.706
,2929.933,,107426086956.522
,3069.279,,89600665557.4043
,0.0,,24191430000.0
,0.0,,23438240000.0
,0.0,,21990960000.0
,0.0,,20283780000.0
,0.0,,18447920000.0
,0.0,,17601620000.0
,0.0,,17986890000.0
,0.0,,17011750000.0
,3.667,,15999890000.0
,0.0,,16314443436.2903
45.9,0.0,,1045998496.43872
81.4,0.0,,1380188800.0
74.7,0.0,52.5139503479004,729321680.154324
,15434.403,,23213994093.4631
,11408.037,,5686579747.53524
68.5,370.367,,4438765085.93784
60.1,535.382,,1738093840.36607
94.1,0.0,38.995979309082,19707616772.7996
94.7,0.0,29.8203392028809,12401139453.9738
94.1,0.0,35.9000015258789,10131187261.4421
75.5,0.0,,17170464016.0593
49.0,0.0,50.7779693603516,1378176608.93204
59.3,0.0,41.9500503540039,1375609453.43746
62.9,0.0,36.8177299499512,782913871.80966
,1136.77,,17966015109.3043
56.8,55.005,,3395766677.67315
51.9,0.0,,32197655566.5347
71.6,0.0,,4982850662.20851
,33296.36,,331308500253.274
,36644.331,,136309295225.34
66.2,2471.558,,57852153058.502
67.2,2280.874,,52996446269.442
67.4,1514.471,,49593929487.1263
63.8,1034.094,,20444205991.025
78.6,0.0,32.0038414001465,8778473643.31852
75.7,0.0,25.3077392578125,6853467832.49407
83.5,0.0,29.7040195465088,5025167975.26363
87.3,0.0,45.5811614990234,1135250721.02484
91.2,0.0,41.3577690124512,391345597.467891
,0.0,,4127660151.8087
,0.0,,3165663152.73351
76.1,0.0,,14069277526.2278
81.4,0.0,48.6850204467773,7638739122.67242
79.0,0.0,,5071947798.27263
52.7,436.373,,21717604952.1835
50.8,300.694,,20979791685.416
52.2,568.385,,19756533971.8698
51.1,689.396,,18499729214.904
49.3,707.731,,18528554397.5695
50.9,663.727,,17710275685.4074
53.6,557.384,,15839344591.9842
50.6,326.363,,12361257680.5627
50.4,326.363,,7651162302.3456
35.0,1210839.733,69.3025588989258,1823051829895.13
,855698.117,,940259888787.721
47.1,643881.196,,485440139204.171
,213852.106,,931877364037.698
,153478.618,,860854232686.214
,41488.438,,890814755533.537
,184743.46,,892969104563.171
,173559.11,,539580085616.492
,173254.749,,510228634990.598
,111469.466,,364570515618.357
,77733.066,,256836875295.452
,3454.314,,457954614593.746
,3593.66,,460382791480.428
,4121.708,,492775566425.881
,4132.709,,644035512181.483
,5863.533,,412336172443.795
,5988.211,,266298911663.707
,6090.887,,226452138295.726
,4668.091,,128626917504.398
,0.0,,166743557747.671
,0.0,,228415656174.957
,0.0,,218002476129.472
,0.0,,48364250943.9051
,60259.811,,2294994296589.5
,50813.619,,1168023426056.38
,0.0,,31634561690.1408
,0.0,,29524149154.9296
,0.0,,27133804225.3521
,0.0,,17110437235.543
,0.0,,12588998589.5628
,0.0,,10195627644.5698
,131219.928,,148047348240.643
,121773.736,,115308686941.38
71.8,1246.78,,68285796514.2896
78.2,399.703,,31958195182.2406
76.8,176.016,,12705350097.8044
,239037.062,,1047339010225.25
,0.0,,114585555830.916
,0.0,,174168116687.215
,0.0,,174047695598.686
,0.0,,115416245238.478
,0.0,,147379737229.753
,0.0,,114634043361.692
,0.0,,101557330723.423
,0.0,,80798630136.9863
,2753.917,,4690061380.60253
53.3,5155.802,,14426380125.6488
63.6,751.735,,8750104617.17303
73.9,135.679,,2735558734.7379
81.1,51.338,,1768619058.34647
81.5,40.337,,1731198022.46763
,418.038,,27474380566.265
,498.712,,7958852838.93395
,502.379,,35399582928.6899
,502.379,,24827355014.9254
,1859.169,,2441063054.05792
54.0,1712.489,,1740894964.80511
56.7,1470.467,,887291687.920796
89.8,0.0,42.9410781860352,1373000000.0
,916.75,,43535051482.3869
,341.031,,12237388001.7264
,0.0,,45070808688.9611
,0.0,,36845888757.1886
,0.0,,14874098691.9082
,0.0,,6860272608.45211
83.3,696.73,,11578975061.9479
87.2,36.67,,9616879409.43789
84.9,44.004,,5859269752.61332
82.2,25.669,,4629247203.84524
81.0,227.354,,9219474379.31534
82.8,201.685,,8801326169.14547
81.2,168.682,,10128323010.6049
,0.0,,4409942623.85538
,0.0,,3697353039.20043
,0.0,,1575200390.625
,0.0,,624337145.284622
81.2,0.0,33.0688896179199,13104764378.326
83.6,0.0,30.6186695098877,12995112690.2596
84.0,0.0,31.0997505187988,10689168016.2613
81.7,0.0,26.176549911499,6905934217.90901
85.8,0.0,24.0,4714071979.68835
,0.0,,9638728635.0143
,0.0,,6416184235.8384
,0.0,,172044509.887695
,0.0,,7223071096.85652
,0.0,45.5037803649902,4346212355.02975
,0.0,51.2076797485352,1779520886.47015
,1716.156,,12594155464.4136
,1686.82,,12007291045.6489
,1738.158,,13074129952.0532
,1672.152,,12292974141.4044
,1587.811,,11668696396.7887
,1507.137,,11518413429.9684
,594.054,,4726108622.47661
,47659.999,,1112233497452.7
,44150.68,,1213294467716.88
,48983.786,,1364507717614.13
,50017.88,,1327436290282.67
,49262.478,,1255110424817.79
,56086.765,,1229013703416.76
,51095.978,,1105424238731.09
,40846.713,,943437415024.633
,40817.377,,1161553459715.1
,45877.837,,1102355554971.95
,50329.575,,1020265057882.01
,46845.925,,917571853529.104
,37913.113,,819459227375.022
,34730.157,,810666116505.478
,26721.429,,742061329643.37
,352.032,,9402090137.7423
,366.7,,1288429391.79951
,11188.017,,7189481998.90094
,6138.558,,1136896123.61298
,1675.819,,4544428421.49513
,15313.392,,119130841411.664
,11470.376,,106937392311.129
,11474.043,,110080631332.375
,13179.198,56.0836715698242,101154952240.881
,14132.618,55.1479187011719,101822906949.063
,13699.912,52.3062591552734,66114145451.0067
80.1,429.039,56.0390014648438,16208985769.615
86.1,25.669,50.5838088989258,12263894790.0125
92.7,0.0,48.1588401794434,6583526860.58062
68.8,1210.11,,63298361996.2153
80.2,1360.457,,8905066163.58643
,69.673,,12523359440.5499
,157.681,,8839536475.99963
,11.001,,3557341215.15159
87.0,1114.768,,21573872420.7008
87.8,1118.435,48.6089706420898,6007055042.17687
,726.066,,6979155387.86792
50.0,0.0,,12756706583.3113
52.8,0.0,,6321335612.22233
56.7,0.0,,5351768843.61983
72.7,385.035,30.5603904724121,9426912647.59111
87.5,256.69,28.672420501709,4383315964.58718
87.7,234.688,14.3760404586792,2448714703.96617
85.7,84.341,51.0776596069336,339476276257.793
85.8,22.002,,238454997161.48
82.9,62.339,54.7731781005859,104738954264.226
,5529.836,,9745261300.57788
,7898.718,,4018365747.00972
,0.0,,78710793237.9714
,0.0,,64993498049.4148
,0.0,,60905452535.7607
,0.0,,21633708192.4577
47.2,18859.381,56.9771499633789,271390474857.632
48.1,13670.576,55.5949897766113,258657231672.412
47.2,14708.337,56.7643394470215,250106966104.704
46.8,17179.895,54.7380218505859,230586581059.665
47.4,17440.252,55.3751907348633,196709621849.586
46.4,18525.684,54.8926391601562,187337783856.466
46.6,18925.387,55.5263710021973,202203748583.854
,23127.769,52.1368293762207,184140869997.46
47.0,17704.276,54.1512107849121,161871385506.36
48.0,16204.473,49.8736381530762,145208562960.767
,0.0,,287215972.900391
,0.0,,224265167.236328
,0.0,,29440287600.0
,157.681,,12304115000.0
55.2,0.0,,14250786674.7766
66.4,0.0,,3521339699.07407
62.5,3.667,,36089700222.9461
60.5,11.001,,36211447840.0971
62.5,0.0,,40377929295.6419
62.5,0.0,,38501122141.4241
63.4,3.667,,33271921136.315
63.6,0.0,,27260886405.2263
65.4,0.0,,22355151161.994
65.8,0.0,,24615267663.5456
68.4,0.0,,17856393235.4338
,3215.959,,191898104390.379
,3091.281,,189802976285.619
,3050.944,,200786250582.943
,2900.597,,192650021648.583
,3608.328,,102170981144.136
,2871.261,,88643193061.748
,3421.311,,76060606060.6061
,3252.629,,66768703497.5687
,46457.223,,306445871246.718
,40058.308,,283902828581.65
,25474.649,,181624626327.361
,14869.685,,87039092974.2272
,16314.483,,83669788254.7279
,8379.095,,245117990242.248
,0.0,,206224598571.429
,0.0,,198727642967.033
,0.0,,186833502362.637
,0.0,,167775268626.374
,0.0,,125122306346.154
,0.0,,97798351648.3516
,0.0,,115270054945.055
,0.0,,79712087912.0879
,0.0,,31734065934.0659
,32236.597,,192613579705.885
,32779.313,,46065502702.5817
,394580.201,,1524916715223.95
,448158.738,,345470494417.863
88.0,0.0,,8238966247.18033
90.5,0.0,,6124756894.20677
86.8,0.0,,2068837212.16681
,0.0,,744097050.169115
,0.0,,229371348.202606
46.0,0.0,,188021165.00338
55.5,0.0,,75951133.3777948
,0.0,,753864533333.333
,0.0,,258742133333.333
,0.0,,189514933333.333
,821.408,43.5345001220703,18918667724.8817
48.0,942.419,51.8145484924316,17814283639.3119
51.3,740.734,48.0367813110352,16145867494.9405
,447.374,41.8911514282227,11697918243.0035
,271.358,39.2752494812012,7006402319.75856
,31092.493,,40692661657.284
,34304.785,,49258136128.9672
,0.0,,981616542.328454
,0.0,,742134837.50919
74.6,0.0,32.4261703491211,4920343316.87093
86.5,0.0,34.826789855957,1430217080.66487
,1833.5,,319053943915.005
,1752.826,,307998545269.398
,1675.819,,314863580758.455
,1136.77,,307576360584.992
,102.676,,295092888076.589
,25.669,,279356499090.458
,25.669,,239807980591.24
,0.0,,96076539925.7409
,5621.511,,20876309970.385
,386773.158,,346709790458.563
,412746.519,,381198869776.106
,398342.543,,434400545085.811
,400810.434,,458199494830.834
,407253.353,,417363822801.713
,413014.21,,329754060647.129
,392490.011,,333077117253.684
,38928.872,,1233554967011.68
,50237.9,,1196156971279.69
,43461.284,,1371820537888.62
,41638.785,,1355579535912.55
,58290.632,,1324750738725.0
,47384.974,,1480710495710.12
,31033.821,,1422108199783.34
,40135.315,,1491472923706.64
,53791.223,,1631863493552.34
,75536.533,,1474002579820.0
,70054.368,,1260398977831.76
,78103.433,,1153715822717.51
,79735.248,,1069055675273.75
45.1,5529.836,,88012282205.8357
61.9,227.354,,58636161081.712
61.6,220.02,,40713826215.0093
62.2,227.354,,28279802405.9138
62.9,3.667,,15749753804.8344
63.5,0.0,53.5173797607422,64833083257.1431
80.4,0.0,,12257299147.2936
,0.0,,4980000000.0
,0.0,,4368370997.92126
,0.0,,3532969034.60838
,0.0,,1484092538.40527
,3.667,,21502061462.2122
,11.001,,25086950495.0495
,7.334,,20669357462.3831
61.8,337.364,,5642221099.17704
62.4,44.004,,860541842.263697
82.8,682.062,,47413919817.124
85.2,209.019,,39650394362.9287
89.4,0.0,,32012892919.37
92.4,209.019,,14129651895.6911
,64671.212,,401296238228.084
,66273.691,,420333654592.547
,56189.441,,341104766329.17
,41228.081,,189318408468.595
,30109.737,,126392224253.794
,0.0,,881909300.0
,0.0,50.5999984741211,542795400.0
81.0,0.0,,5755461035.44333
69.1,0.0,,5422442166.41062
63.4,0.0,,4721890900.13889
79.7,0.0,56.888370513916,3320907721.81095
77.1,0.0,53.1776008605957,2106848752.25468
,0.0,,414533117.692299
,0.0,,292230662.399012
,0.0,,8154338232.95978
,0.0,,50271812920.612
,0.0,,47311401812.6733
,44.004,,48123325825.0739
,55.005,,46206091937.9628
,0.0,,44859439902.2191
,0.0,,38915353866.757
,0.0,,31183885241.4396
,148099.129,,869682881593.041
,132983.755,,864313810469.009
,138861.956,,938934609296.966
,126364.82,,957799120008.32
,133288.116,,880555885492.269
,130717.549,,838785289694.35
,122690.486,,776967266305.53
,119459.859,,649289324627.732
,113948.358,,681321124295.914
,102518.319,,557076157773.479
,87586.295,,506314717661.655
,85870.139,,408865430220.331
,0.0,,8103901996.37024
93.4,0.0,,27305915910.7877
93.6,0.0,,26673441430.7857
94.2,0.0,,9977647682.96954
95.6,0.0,,6178563591.12051
,159771.19,,182591753827.949
,141894.565,,39309580983.2282
,550.05,,180617467964.602
60.3,11.001,,57480788380.312
59.4,7.334,,57680327998.6689
56.7,7.334,,61496186973.902
51.9,7.334,,61337621933.7857
47.9,7.334,,54232266358.7811
49.7,3.667,,50342406067.0777
53.3,3.667,,41950361211.9581
,3.667,,32708319077.5179
,3.667,,31119602538.8322
,11.001,,23797773024.3992
,7.334,,19741420739.8901
,6094.554,,86138288644.171
,5533.503,,86196264755.3105
,6149.559,,80845385809.4529
,5691.184,,73180037914.9104
,4921.114,,13760513969.314
,0.0,,772315983.81843
55.4,0.0,,364996869.129618
,777.404,,316482190800.364
,861.745,,329787628928.471
,403.37,,230364012575.687
,176.016,,122911036746.729
,45525.805,,106014659565.214
57.7,20733.218,,31172518403.3162
,0.0,,15405400000.0
,0.0,,13972400000.0
,0.0,,13989700000.0
,0.0,,13515500000.0
,0.0,,12208400000.0
,0.0,,11186100000.0
,0.0,,9681500000.0
,0.0,,8085700000.0
,0.0,,7310400000.0
,0.0,,5815700000.0
,0.0,,5348300000.0
,0.0,,4603100000.0
,0.0,54.0999984741211,13867634371.4773
89.2,381.368,,20265559483.8548
90.7,293.36,,14056957976.2648
89.6,304.361,,4193850445.42632
80.8,7737.37,,19495519600.0
77.2,5859.866,,14101920300.0
